Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Aruba,ABW,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.7248055,2.884751522,3.056524773,3.22736864,3.358311563,3.440852867,3.473566263,3.463291139,3.433001107,3.400906909,3.376184481,3.368199461,3.36499233,3.360854784,3.3447077,3.316424811,3.294654624,3.268901868,3.236791749,3.206608345,3.174706226,3.108491174,3.051979018,3.035904505,3.09726274,3.244381153,3.475168455,3.787926775,4.138263666,4.462153965,4.699457022,4.704227075,4.671596346,4.630337447,4.617407446,4.637909011,4.680851064,4.677397166,4.635939141,4.594618169,4.589633978,4.673671993,4.809518038,4.983631128,5.166679558,5.355168338,5.664051423,5.980861244,6.290835828,6.593613496,6.87406015,7.085876933,7.287456933,7.483811286,7.688207617,7.904351321,8.138943391,8.382735685,8.593216071,
Afghanistan,AFG,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.470859554,2.445419805,2.429580508,2.4207913,2.41557203,2.411949328,2.391656485,2.375879608,2.364122903,2.356214998,2.351263459,2.330776066,2.315136952,2.30400328,2.297367938,2.295218674,2.277088706,2.262150675,2.250830747,2.243456396,2.239828191,2.218169802,2.187689975,2.145981446,2.091673923,2.022983709,1.977919002,1.937277517,1.898833414,1.859359865,1.815351928,1.840090914,1.871975475,1.904352147,1.934796051,1.965511724,1.954254735,1.939274801,1.930151658,1.937827069,1.964967069,1.996532065,2.048360257,2.102372383,2.13650247,2.141746123,2.124510565,2.084674992,2.035815655,1.996216667,1.975149748,1.955570822,1.953646707,1.96361969,1.977938518,1.992744017,2.007550113,2.023596975,2.041979483,
Angola,AGO,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.634670864,2.622105798,2.609789042,2.605809909,2.61832514,2.648695499,2.610201106,2.546613685,2.434979893,2.284327838,2.128939949,2.168386539,2.243733467,2.324977356,2.376755522,2.385160964,2.328353276,2.248852309,2.173057149,2.135093353,2.149572158,2.194639568,2.276069517,2.369803111,2.446833605,2.493506893,2.493340761,2.472882292,2.44517946,2.42653976,2.423456917,2.413439281,2.4193746,2.425073504,2.409736421,2.364569723,2.280808186,2.177457344,2.072827032,1.990447458,1.940365451,1.903636499,1.896184296,1.900784183,1.895249371,1.869894776,1.817958174,1.753877824,1.695038999,1.664723464,1.672927093,1.700994526,1.757321925,1.828096671,1.896296046,1.952822991,1.993403323,2.030084719,2.059007236,
Albania,ALB,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.816116604,2.827114325,2.904544663,3.01119,3.09670783,3.135209361,3.126501298,3.088499955,3.033785452,2.981696083,2.942517965,2.910381428,2.885169594,2.867355086,2.856749621,2.853284945,2.846564569,2.849437234,2.860396913,2.877833448,2.900776691,2.927255161,2.96169466,2.998216602,3.028683565,3.048745915,3.056447813,3.052275427,3.049037425,3.066573222,3.115424125,3.216185927,3.350621936,3.500778242,3.636985771,3.739481087,3.744252579,3.717265591,3.67050035,3.625512916,3.60002329,3.655468691,3.729344687,3.826718404,3.953853752,4.11510032,4.34763498,4.616184359,4.914430928,5.228272891,5.54382516,5.792593389,6.056199128,6.336863906,6.623732984,6.895159358,7.055405158,7.186721722,7.278774342,
Andorra,AND,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.893145285,2.87511171,2.863818706,2.854747217,2.842401431,2.823857163,2.784196978,2.743284487,2.704417949,2.673119011,2.652673139,2.628289419,2.615057806,2.609460929,2.608310036,2.610343535,2.601479437,2.596646085,2.595486801,2.599062308,2.607939567,2.608170907,2.611463698,2.614290753,2.614034891,2.610319496,2.602118203,2.593545415,2.582451699,2.567155936,2.541215109,2.517673353,2.502520973,2.479774764,2.457857181,2.432852962,2.406665581,2.382153712,2.362588954,2.353007123,2.356802412,2.368074288,2.390325236,2.423538745,2.468393036,2.524483014,2.587843658,2.663738467,2.744261008,2.818834006,2.881643038,2.928724428,2.966612997,3.000766048,3.040307671,3.090429011,3.137019103,3.193717468,3.255842451,
United Arab Emirates,ARE,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.624108865,2.38065869,2.159038194,1.970907378,1.820475233,1.705261118,1.640379521,1.601588352,1.58458542,1.578194102,1.577162041,1.715372215,1.70690186,1.603721517,1.495953456,1.470263693,1.426882678,1.411204664,1.371935231,1.288365581,1.189536715,1.197275347,1.161214124,1.087344331,1.008526264,0.9646477,1.034408307,1.127921339,1.216530461,1.268168307,1.275636112,1.192163502,1.089528862,0.993065639,0.93147529,0.911512887,0.953595831,0.989421023,1.000305864,0.985648229,0.964371266,1.009884556,1.081326645,1.164581853,1.239803278,1.297247489,1.265537874,1.222332042,1.183077581,1.164892206,1.173520171,1.239452923,1.322951238,1.426229914,1.552226297,1.700995098,1.907981217,2.145813363,2.397742297,
Argentina,ARG,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,4.102361566,4.151911054,4.198541871,4.245449796,4.296949571,4.354665132,4.405945394,4.465004686,4.523578013,4.569859413,4.597749863,4.59446725,4.574648618,4.548682774,4.531205762,4.529624831,4.54159113,4.564634173,4.595011399,4.628194909,4.661058795,4.667868026,4.683469767,4.696078627,4.689481391,4.655971802,4.602544957,4.523355327,4.431218313,4.34359153,4.269715362,4.200846223,4.145635307,4.104713517,4.078438434,4.067715672,4.066603885,4.082742508,4.113802703,4.157084202,4.210007435,4.2700321,4.337908645,4.408925423,4.476574625,4.53641231,4.578511333,4.615290155,4.646564875,4.672427987,4.693418107,4.700839085,4.702916186,4.703851119,4.710114938,4.725008745,4.740015406,4.766863691,4.798504603,
Armenia,ARM,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,3.782238616,3.812235552,3.782738666,3.722862198,3.672652884,3.65190939,3.652033502,3.689126907,3.715736453,3.663594781,3.502489348,3.243715735,2.90628825,2.571348571,2.34380498,2.277345574,2.325590814,2.49296309,2.754943808,3.077337975,3.432898411,3.796214748,4.211878743,4.615441196,4.915561903,5.062802623,5.050559712,4.878579622,4.642144508,4.487293035,4.492220921,4.629260297,4.954337184,5.351627411,5.609228149,5.586490564,5.241405369,4.606310446,3.831920264,3.172044258,2.788582389,2.679383923,2.850931843,3.234086659,3.687668186,4.107593302,4.470612244,4.77663005,5.033738646,5.292505767,5.596608148,5.987786802,6.444294265,6.906822576,7.290500569,7.544899905,7.68133658,7.704368335,7.628230595,
American Samoa,ASM,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
