"Data Source","World Development Indicators",

"Last Updated Date","2019-12-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Aruba","ABW","Population ages 75-79, male (% of male population)","SP.POP.7579.MA.5Y","0.293531027734919","0.297991317783828","0.311888010444622","0.316660669305506","0.329312381429645","0.345306325869496","0.36812856182082","0.397621309687181","0.426901812583106","0.462737457379445","0.498476876211576","0.554407713498623","0.609380349195481","0.667779632721202","0.729728812408784","0.799864429757668","0.858354537743851","0.915682336521769","0.966893300078581","1.03343257023577","1.10614181830596","1.19253311650913","1.28822860202101","1.37646476316224","1.43118546595216","1.45172840309876","1.43188727974108","1.38117895849855","1.31789670359002","1.26169313226139","1.23291692488339","1.21519621660559","1.20278477262628","1.1514762873951","1.08130917530395","1.02231421647819","1.04617340079685","1.08518978869873","1.11944686155076","1.14945192463674","1.17453873697174","1.19615617230025","1.21136173767753","1.2286763118117","1.24181338776899","1.26960104258629","1.33931365390633","1.41877856252597","1.50871448407353","1.59495242035581","1.68368926029093","1.72668968919586","1.77409453652548","1.82225389392243","1.86963215038081","1.91745468475916","1.95700608177275","1.99068614714289","2.0320834328477","",
"Afghanistan","AFG","Population ages 75-79, male (% of male population)","SP.POP.7579.MA.5Y","0.423329196035851","0.433380899529623","0.437080179815409","0.43470286507317","0.427282693531898","0.415905531400564","0.424999644921942","0.429281293175586","0.427751948768396","0.419742596724076","0.406212085467781","0.40841003388847","0.40515623086223","0.398240098034328","0.389548651416649","0.380374830541617","0.385595275256125","0.387418778845245","0.385078385949989","0.377414153838025","0.364407854545626","0.368054840245838","0.364611044192048","0.355439851337611","0.340104523218251","0.316404320564606","0.321348179516809","0.322076673882878","0.31907911787743","0.312155980539596","0.300727372511217","0.307490552537479","0.314042502089506","0.321165347994352","0.330884351404402","0.344887537852829","0.352561533998336","0.358481183183665","0.362588509026468","0.364267807265696","0.363131773698097","0.362141490088735","0.359359380510708","0.354320890826528","0.346912805868757","0.338384209169947","0.338640283220013","0.336976118034546","0.335455662189449","0.335649170743648","0.337739850597452","0.339622276766662","0.341412027429719","0.343198295932931","0.345257483851118","0.348198699480713","0.356282077181089","0.363425126065671","0.370218618373195","",
"Angola","AGO","Population ages 75-79, male (% of male population)","SP.POP.7579.MA.5Y","0.624414283698362","0.59447149699541","0.531450887292681","0.463586968059098","0.416682200341603","0.396618965628985","0.374076923129428","0.363677663594591","0.36420654157709","0.378073859357194","0.398084770304067","0.446823051526148","0.480999464554802","0.499990857481323","0.503972641485176","0.495458897544007","0.484304449206798","0.466757791841679","0.448034967596862","0.432555659375871","0.421689127490861","0.4223256597037","0.422091667265402","0.418874605048881","0.411142324338916","0.399694984310516","0.39270486167848","0.381897450069162","0.370478709759876","0.36174688580845","0.356862099732396","0.3609491356055","0.364973532706903","0.366667064469449","0.363995949670355","0.35734671251225","0.35558476220443","0.34978630466406","0.343214144579759","0.338999834621873","0.338184374555105","0.345751961251469","0.352075663354227","0.355974425401606","0.356735779010063","0.354884656521572","0.358271390352915","0.358777092504206","0.356402837365538","0.351153496315438","0.343779095436017","0.341591659301214","0.33713154784384","0.331262898112308","0.324689750912073","0.31812213604516","0.316962531774935","0.313844998538577","0.310219644982806","",
"Albania","ALB","Population ages 75-79, male (% of male population)","SP.POP.7579.MA.5Y","0.942501129527025","0.955331694764658","0.976820116851155","0.993967294498403","0.991122230315314","0.963738430571109","0.902133323473953","0.824316007603378","0.753845686258866","0.71755055806913","0.723595550362522","0.749674227649895","0.797889342527433","0.848323621315767","0.879863965466124","0.887233387699906","0.87352466252878","0.846028661947428","0.818829365499989","0.805669636900085","0.81144974761996","0.823302734401413","0.841804575343709","0.862462396612097","0.881080928666281","0.896853627685293","0.907393058846187","0.914201404452413","0.919621486662695","0.925635553102486","0.933884096158863","0.953908598539298","0.975579345734759","0.997520939032162","1.01452766616239","1.02399338509272","1.01582764694951","0.992284185507382","0.968949754660044","0.968437249640754","1.00384842242467","1.08266537551271","1.18880359029045","1.30584611398865","1.41403329739905","1.50653199954896","1.5987303741224","1.68955431910246","1.79141491359046","1.91393446459449","2.05714485801324","2.14639605049595","2.24092751987334","2.33854156056686","2.43469341312891","2.52960333166605","2.58366268901117","2.64257737542767","2.70679989321536","",
"Andorra","AND","Population ages 75-79, male (% of male population)","SP.POP.7579.MA.5Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Population ages 75-79, male (% of male population)","SP.POP.7579.MA.5Y","0.515394330171965","0.519562618043292","0.519831211174765","0.51817023236543","0.516216167208073","0.51508909014628","0.520857416222891","0.524485524388747","0.527090661054072","0.529691394184125","0.532985907840369","0.542215720333838","0.549640053001389","0.554755852463103","0.556785481540629","0.556113562671181","0.557174917458894","0.554706596155097","0.551159059890501","0.548791583818947","0.548602311390579","0.551602753345377","0.553992272686612","0.555623969284838","0.555882061908958","0.5551533255186","0.554190595381306","0.550981158785722","0.547001678066809","0.54356799975407","0.539771228729975","0.543180943354702","0.549744897050699","0.553368669680761","0.560229680884113","0.569489235208496","0.581812620323516","0.594422490585578","0.607071210306634","0.619320825630623","0.631640521459206","0.642121930068499","0.650412218291484","0.657592237152904","0.664413309127482","0.671508345895834","0.677888958389164","0.682802900444762","0.686630330616592","0.68925691447068","0.691139929415541","0.690808706004662","0.689838861037823","0.689086280167461","0.688637011340734","0.688889080009928","0.686398475473739","0.684263451459021","0.684896967838629","",
"United Arab Emirates","ARE","Population ages 75-79, male (% of male population)","SP.POP.7579.MA.5Y","0.490619866862626","0.437124944880078","0.394196369418312","0.358945757718764","0.327526044619125","0.304791365761012","0.285098101099364","0.266278875536734","0.251038468484739","0.233380593567298","0.21381744831064","0.166029298636899","0.138300670191444","0.120614649265296","0.103567318757192","0.0814422101839543","0.0558422423015077","0.0313676286072773","0.0165078284547311","0.0235768897489521","0.049079754601227","0.0863131280939937","0.126525354613983","0.166453547334539","0.20054918170982","0.22844217754508","0.249221915305107","0.269736418640577","0.281796316904189","0.275289994898751","0.250183590359837","0.210251013163269","0.16206748747358","0.119479886508033","0.096051746891805","0.0945378216764749","0.106323559691478","0.128401518838577","0.150475036318816","0.163475854601236","0.165695621677408","0.152898573706001","0.136493256522754","0.122369942538132","0.115976190958262","0.118253636245127","0.112781322950658","0.113797901479041","0.114809690499963","0.111165947425463","0.102736631182842","0.100274517849075","0.0939029376693928","0.0877628470213464","0.0881760206005017","0.0991587911644702","0.117684236094095","0.143734756610662","0.171532748923448","",
"Argentina","ARG","Population ages 75-79, male (% of male population)","SP.POP.7579.MA.5Y","0.841891863899569","0.877410163272423","0.91313706100968","0.948316158455029","0.980102069444996","1.00661046880645","1.02853673873269","1.04680668062502","1.0654814217624","1.08603807557763","1.10742467417827","1.12518685070698","1.13992315320894","1.1561358541016","1.17637121078792","1.19997793603826","1.22321263044537","1.24472838088938","1.26629100785621","1.28795221608338","1.30892486939759","1.3205705995812","1.33072335867876","1.34157577998191","1.35267025905765","1.3629651535168","1.37237319817367","1.3765851136332","1.37925609400796","1.38236048855656","1.3862759131562","1.38972715110747","1.38903271640622","1.3896524166331","1.39684537137544","1.41287166483088","1.43652803906119","1.46272545758569","1.49021992153102","1.51717334006335","1.54303013876994","1.56587087374927","1.58520251672071","1.60210495067333","1.61663356122309","1.62894668119074","1.63408772612617","1.63724269455163","1.63963283675926","1.64069172222763","1.64038938926368","1.63229913333412","1.6215039084367","1.61365389567806","1.61441019353414","1.62606870692715","1.63758637518327","1.65381555132095","1.67677738101903","",
"Armenia","ARM","Population ages 75-79, male (% of male population)","SP.POP.7579.MA.5Y","1.16057457300712","1.16706934970247","1.18364208491466","1.1952096189325","1.18001161266011","1.13165802380272","1.05014550970863","0.955526149647583","0.871272779476382","0.812882248200046","0.780175918997401","0.763932383115891","0.749694037933884","0.743100349147607","0.748094650236182","0.764363679546538","0.78473982856453","0.812203128878674","0.84473997248154","0.877914563841993","0.908489750915712","0.928390611367095","0.940217988236677","0.945844335693725","0.947303440148156","0.945919306690216","0.927375334474378","0.9158590858046","0.903539443929749","0.873475766749619","0.818515382444256","0.766835827420584","0.693986218164855","0.625319048261548","0.590915317072921","0.604587621898486","0.642631237588344","0.698506734269195","0.787985075086438","0.935344726571924","1.1477389445632","1.3961660427111","1.69806990615874","1.99475295084822","2.20729618266184","2.3019252855115","2.29467938795122","2.18424014000757","2.0501922880777","1.9910167572313","2.04768295934715","2.18748236021117","2.40916777366226","2.61201139738637","2.6702244316105","2.54178442602628","2.27666048280466","1.89221301002915","1.50302462912286","",
"American Samoa","ASM","Population ages 75-79, male (% of male population)","SP.POP.7579.MA.5Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
