Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Aruba,ABW,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,5.145648634,5.07574685,5.017445918,4.994984261,5.046060773,5.17323857,5.354656888,5.627004219,5.943152455,6.198319552,6.341528063,6.427208736,6.436241392,6.410879068,6.438320886,6.552587646,6.544309087,6.563619349,6.616287744,6.71566555,6.865545673,7.086715629,7.388332539,7.710382856,7.994537893,8.216209523,8.304217619,8.44048901,8.675241158,9.011421565,9.408439971,9.533859424,9.615774975,9.662007208,9.678251005,9.710621991,9.78250591,9.866098042,9.951071293,9.998255484,9.970437483,9.786731331,9.51601826,9.202066817,8.900533684,8.651389789,8.361848946,8.10759899,7.874371575,7.642340714,7.445488722,7.276881016,7.136604898,7.002775208,6.853771504,6.676774689,6.485720514,6.271688837,6.041149599,
Afghanistan,AFG,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,5.323442044,5.294182047,5.279984619,5.275432092,5.273280106,5.270209354,5.249542874,5.233296325,5.22013391,5.209398838,5.199821788,5.173710089,5.153923086,5.138326903,5.124765394,5.11372055,5.068232119,5.019785102,4.981618162,4.975162382,5.013681774,5.051746893,5.146213069,5.27232922,5.380379372,5.431626589,5.390631348,5.29408682,5.163151833,5.031156441,4.910893661,4.812559718,4.753111667,4.717495814,4.694326024,4.683004828,4.659873206,4.633807693,4.610478801,4.592468841,4.577546549,4.546450371,4.529154456,4.52073335,4.51677398,4.516572839,4.531303453,4.544973807,4.560785729,4.583635934,4.61546181,4.638584415,4.67468702,4.721439228,4.775997734,4.836473155,4.914487841,4.998468045,5.081775258,
Angola,AGO,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,6.137495597,6.178580017,6.219202601,6.273630176,6.35612689,6.464421544,6.453793173,6.432266824,6.339897764,6.173375481,6.006782253,6.017547075,6.0316505,6.023048564,5.959267134,5.827597442,5.597095721,5.332012937,5.06549202,4.844169849,4.692686196,4.603594282,4.574918016,4.569890134,4.539689363,4.462168161,4.332998211,4.170895045,4.017772437,3.929664915,3.932277315,3.995269811,4.126556523,4.293835491,4.454561232,4.584524144,4.681895883,4.764319031,4.823007742,4.847138253,4.834148782,4.776599296,4.684531788,4.591210378,4.540222014,4.550836245,4.605310353,4.711212755,4.836711931,4.940176747,5.00128314,5.018432388,5.008486831,4.985582024,4.970177963,4.973307573,4.986845957,5.012394267,5.046347944,
Albania,ALB,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,5.156025363,5.144901357,5.146624389,5.151995588,5.150283542,5.137274553,5.108663632,5.069914419,5.037306317,5.034728174,5.073221107,5.154113618,5.267741841,5.390470725,5.48718927,5.538915014,5.543516131,5.517771355,5.473282516,5.428112432,5.394554504,5.37300301,5.358492844,5.3639078,5.405313698,5.489982949,5.613659164,5.773318618,5.957958731,6.154360975,6.355278102,6.534142034,6.706275769,6.864458441,6.996772617,7.090907594,7.23418914,7.36847832,7.481019087,7.550969057,7.563108932,7.523308691,7.420393495,7.275514912,7.113055972,6.939052081,6.777143607,6.649029866,6.564423831,6.506389908,6.443644089,6.35059171,6.20669778,6.021865423,5.81879664,5.607130877,5.450607008,5.333027943,5.26987844,
Andorra,AND,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,5.456646729,5.458902142,5.466200876,5.474517885,5.478810399,5.47514141,5.444413861,5.409494816,5.368333432,5.318689946,5.259950827,5.188670387,5.116381123,5.042027934,4.963902582,4.881647561,4.793613948,4.706506405,4.62634211,4.562765578,4.521815429,4.498804176,4.505947125,4.544029508,4.611110037,4.701295088,4.770444911,4.860800643,4.962949839,5.06254748,5.143812373,5.228458272,5.285198571,5.350594482,5.418281849,5.509310799,5.564232079,5.628085824,5.699312409,5.772141055,5.842022865,5.890926555,5.939997139,5.99073475,6.042798406,6.094609064,6.1411634,6.185964127,6.235073783,6.296428988,6.373137569,6.463052757,6.564411803,6.672437544,6.781660062,6.888728081,6.951621194,7.01487709,7.073840213,
United Arab Emirates,ARE,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,5.090034454,5.024464455,5.002319468,5.019654729,5.081307742,5.178761748,5.29542234,5.469519818,5.694212577,5.92596413,6.117477007,5.976935477,5.800749769,5.588583143,5.397219158,5.279827266,5.152400444,5.125382039,5.1480851,5.206231827,5.310558306,5.422233866,5.565088898,5.742779961,5.952458395,6.177716743,6.398021473,6.603588133,6.821787786,7.073338223,7.347365648,7.389455641,7.519807017,7.69686936,7.882349751,8.076322106,7.93654159,7.858604584,7.863407846,7.95334619,8.109490113,8.109904012,8.103485582,8.132051262,8.258945669,8.531761073,8.899024922,9.350419213,9.832070112,10.31442965,10.79853967,10.91765556,11.12024422,11.4259902,11.83862766,12.34744034,12.15755784,12.16440435,12.39483103,
Argentina,ARG,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,7.085950091,7.107907046,7.129353729,7.139123057,7.121997098,7.070704967,6.988134309,6.876687508,6.748362138,6.620681109,6.504971494,6.390131867,6.285495179,6.195205415,6.122562442,6.068515178,6.038319837,6.023904209,6.026010183,6.046192671,6.083930153,6.121707593,6.182240927,6.25108194,6.308853483,6.345568023,6.379952395,6.388460638,6.379498206,6.364978346,6.350030462,6.324826241,6.296856793,6.268472392,6.244102027,6.228617281,6.232637404,6.251215389,6.274683269,6.288766879,6.285895537,6.277135772,6.2512335,6.22164963,6.208712834,6.224382124,6.255824779,6.308109201,6.380332223,6.470860587,6.576677621,6.708635618,6.861585906,7.009363021,7.114670923,7.156782409,7.139765931,7.06248988,6.952632478,
Armenia,ARM,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,4.748238628,5.316143163,5.991343226,6.651094471,7.128969188,7.347602657,7.341185164,7.083406927,6.725891624,6.488689081,6.482745499,6.660668173,7.04313781,7.459019874,7.656124646,7.507298169,7.029895246,6.223203957,5.257942765,4.426013903,3.929078665,3.831208325,4.035378291,4.440658183,4.890173692,5.291782718,5.678979652,6.041651003,6.394050349,6.768539494,7.180785718,7.590731218,8.021140027,8.431387522,8.76240747,8.97382975,9.080539003,9.081241242,8.976398125,8.764462361,8.444706962,8.042105575,7.551380472,7.045248956,6.614214239,6.303881494,6.084682909,5.970755431,5.936111485,5.945426527,5.977544852,6.04738888,6.16529592,6.325674398,6.5258533,6.762433348,7.033224811,7.326088365,7.627015093,
American Samoa,ASM,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
